/Users/RundongL/Downloads/RegistrationJava/Subset2_c/00001/00001.tif,1851,749,-22
/Users/RundongL/Downloads/RegistrationJava/Subset2_c/00002/00002.tif,1857,1192,-7
/Users/RundongL/Downloads/RegistrationJava/Subset2_c/00003/00003.tif,1345,1202,11
/Users/RundongL/Downloads/RegistrationJava/Subset2_c/00004/00004.tif,875,1210,18
