1,2,3,9,10,0
2,9,1,0,0,0
3,4,8,9,1,0
4,5,7,8,3,0
5,6,7,4,0,0
6,5,0,0,0,0
7,8,4,5,0,0
8,9,10,3,4,7
9,10,1,2,3,8
10,1,8,9,0,0
