Images/00001.tif,1851,749,-22
Images/00002.tif,1857,1192,-7
Images/00003.tif,1345,1202,11
Images/00004.tif,875,1210,18
Images/00005.tif,430,1220,4
Images/00006.tif,62,1227,-10
Images/00007.tif,710,831,17
Images/00008.tif,1145,819,-20
Images/00009.tif,1618,811,7
Images/00010.tif,1401,535,5
